x,y
188.880005,255.578003
138.436996,237.199997
561.390991,166.669006
480.855011,69.706001
548.219971,46.028
239.175995,248.029999
492.403992,184.427002
129.623001,252.024994
139.75,131.434998
62.035999,153.669998
160.806,111.646004
247.602997,240.240997
72.469002,113.908997
385.917999,201.927994
510.216003,128.727997
331.816986,108.257004
290.115997,119.855003
147.063995,258.054993
512.482971,127.595001
282.67099,174.960007
549.221008,246.082001
294.255005,106.903999
503.161011,106.442001
481.21701,78.433998
538.679016,132.690994
174.334,271.022003
360.380005,194.438995
235.975998,272.946014
478.779999,277.852997
567.010986,237.419998
155.979004,225.854004
544.468018,118.907997
210.472,98.044998
426.225006,270.431
219.279007,273.066986
226.710999,93.167999
244.084,258.311005
509.84201,177.705002
409.25,52.077
472.22699,260.640015
150.268005,160.546005
374.811005,210.587997
94.894997,154.832993
330.697998,39.766998
77.198997,129.893005
337.140991,38.352001
415.683014,190.25
190.848999,242.914993
258.235992,140.729004
559.034973,98.403999
460.225006,249.606003
539.830017,113.672997
563.705994,121.254997
293.665985,75.489998
267.605011,141.725006
297.635986,66.303001
529.844971,77.046997
123.536003,50.318001
155.072006,220.078003
292.312988,277.141998
388.643005,121.815002
60.506001,167.048004
473.048004,62.032001
414.713989,140.376007
151.050003,69.934998
146.526001,240.363007
370.214996,207.028
211.542007,250.908997
549.843018,181.692001
81.772003,150.205994
203.218994,273.104004
329.117004,71.436996
566.101013,250.378998
347.60199,159.960999
97.103996,61.82
543.393005,141.820999
331.946991,267.846008
284.890015,222.735992
548.896973,174.378006
164.591995,75.362999
403.730011,171.363998
431.484009,243.117004
133.927002,270.428986
495.459991,65.116997
397.511993,188.020996
545.249023,85.463997
176.014999,265.403992
91.367996,73.508003
553.254028,215.649994
501.800995,200.304993
436.540009,257.924988
358.554993,90.630997
250.998993,253.179993
283.674011,250.115997
153.108002,141.307999
121.489998,262.309998
127.917,254.292999
409.197998,106.444
163.837997,199.716995
61.004002,79.416
191.531998,90.352997
266.860992,142.947998
287.078003,141.289993
290.604004,58.910999
395.664001,268.230988
360.390015,211.813004
226.981003,247.996002
216.210007,85.133003
161.460007,81.219002
202.397995,159.580002
202.052994,144.475006
299.502014,75.575996
129.001007,275.303986
92.994003,157.410995
324.585999,93.825996
143.013,169.154007
549.473022,52.441002
565.211975,212.121002
147.503006,84.918999
219.237,255.675995
369.660004,279.217987
386.936005,228.511993
272.838013,162.472
211.216995,107.484001
467.213989,264.063995
67.833,54.889999
153.807007,214.440002
402.792999,136.733994
279.179993,169.589996
247.244003,248.746002
214.585007,163.477997
132.436996,149.981995
268.496002,232.936996
183.729996,260.953003
262.563995,132.020996
488.80899,60.066002
346.871002,247.901993
172.505005,60.905998
155.735001,197.669006
355.82901,271.862
532.47998,169.589005
275.242004,154.024994
262.21701,214.139008
228.167999,167.130005
60.188999,189.382004
71.369003,203.860001
193.518997,141.649994
481.200012,178.899002
145.477005,158.410995
357.243988,113.903999
85.195999,142.287003
210.035004,87.678001
132.328003,62.821999
477.617004,264.890015
448.352997,242.447006
422.730988,273.544006
89.177002,215.647003
219.356995,194.393005
276.653992,103.971001
189.682007,238.873001
116.917999,83.060997
279.183014,144.548004
569.052979,115.335999
251.781006,239.649002
409.101013,49.183998
513.117004,108.052002
200.832993,190.582001
352.760986,126.170998
508.886993,132.992996
342.86499,120.480003
163.940002,270.619995
575.312988,77.572998
103.685997,185.360001
396.987,144.664993
349.929993,94.293999
512.106018,101.989998
185.212997,65.162003
391.243988,132.559006
129.136993,167.574005
410.542999,156.339005
335.802002,94.024002
94.175003,70.234001
142.046005,107.481003
178.492004,76.200996
195.669998,78.660004
70.012001,200.059006
318.859985,77.413002
490.020996,150.811996
130.925003,240.951004
359.783997,47.894001
494.333008,148.839005
251.414001,110.525002
543.453003,223.181
550.224976,150.130997
197.339996,243.697998
125.953003,73.598999
479.428009,244.960007
557.531006,122.124001
227.149002,67.248001
457.240997,249.281006
159.681,70.724998
549.35199,80.389999
61.042,64.182999
198.897003,253.876007
421.881012,190.509003
300.368988,59.469002
329.877014,142.429993
85.982002,56.124001
149.348999,79.222
288.372986,127.722
554.960999,217.300995
443.480988,264.273987
482,79.877998
207.158005,164.320007
535.874023,44.970001
523.877991,92.525002
93.054001,132.608002
522.210999,188.498993
575.210022,250.763
268.593994,171.533997
540.041992,171.283997
420.90799,180.136993
271.567993,240.473999
199.862,46.925999
290.700989,77.206001
176.942993,53.591999
389.829987,247.710007
206.143997,142.636002
533.627014,186.195007
206.414993,257.927002
158.994995,199.822998
61.004002,100.904999
483.17099,50.862
518.890015,150.270996
453.713989,266.859985
396.809998,195.477997
363.756989,60.52
532.002991,56.504002
79.803001,62.824001
192.397995,53.455002
407.127014,62.276001
573.583984,69.052002
261.571014,188.848007
419.421997,147.348007
273.054993,262.613007
72.666,165.860992
101.748001,66.971001
207.436996,191.764999
393.756012,185.994995
418.17099,128.664001
379.566986,281.993011
378.123993,193.695007
215.729004,210.022995
353.57901,116.357002
217.195007,240.130005
347.806,259.369995
399.25,141.800995
180.645004,54.456001
93.490997,299.006989
63.606998,151.695999
208.871994,154.360001
353.997009,115.398003
532.25,107.057999
354.822998,93.374001
340.440002,256.450989
142.858002,48.988998
153.576996,225.175003
349.295013,257.126007
543.416992,145.822006
68.612,153.464005
535.833984,112.967003
344.229004,97.662003
354.312988,103.833
136.248001,133.313995
535.057983,135.837997
101.283997,169.285995
335.578003,55.903
72.195999,101.547997
328.69101,92.542
274.523987,229.755997
532.263977,197.468002
472.984985,190.003006
534.809998,141.076996
216.207993,141.647003
361.263,221.348007
346.876007,273.544006
527.489014,87.237999
543.424988,191.574997
529.341003,45.686001
200.395004,161.091995
254.436996,265.364014
162.817993,242.522995
572.903015,85.124001
514.575012,62.546001
419.365997,59.696999
260.190002,140.643005
146.339005,189.345001
130.085999,180.100998
506.928986,79.713997
132.470993,201.160004
140.968002,183.278
212.822006,192.042007
550.854004,103.124001
228.774002,69.528
362.654999,110.040001
408.890015,152.257996
162.468002,250.764999
261.649994,208.044006
553.500977,154.315994
169.112,245.740997
225.197006,186.718002
565.843994,142.675003
539.687012,274.981995
562.98999,238.179993
390.927002,163.899002
222.110992,213.710999
524.30603,114.746002
209.393997,275.957001
410.47699,219.197006
297.454987,71.600998
422.678986,276.143005
187.852997,243.001007
456.785004,245.625
227.597,203.865005
153.098999,206.412003
112.987999,56.862999
389.752991,76.577003
531.564026,212.889008
541.598999,82.504997
329.584015,134.557999
267.565002,257.904999
87.149002,105.044998
325.776001,63.491001
560.133972,192.854004
344.683014,151.951004
535.388977,201.723007
468.587006,54.729
147.746994,109.280998
209.352005,163.417999
534.346008,130.380005
348.069,213.740005
307.914001,61.425999
193.638,136.675995
517.392029,111.627998
168.860992,247.679001
406.5,252.669998
328.947998,102.016998
329.035004,165.356995
471.800995,186.662003
368.45401,216.248001
189.001999,241.363998
62.486,89.726997
315.82901,50.269001
213.016006,128.927002
461.339996,254.061996
229.733002,115.064003
214.184006,111.556999
496.278992,160.412003
460.066986,256.363007
385.279999,41.521
533.117004,49.653
406.098999,193.134003
544.294006,47.009998
68.808998,142.800003
141.800003,209.253006
129.748001,55.966
263.815002,252.401993
484.591003,82.075996
177.688004,241.701996
273.93399,147.692001
210.033997,137.121994
158.070007,206.181
529.762024,76.723
553.565979,83.264
395.595001,55.949001
433.756989,244.091995
391.735992,257.346008
342.096008,281.688995
129.326996,172.164001
222.667007,173.388
187.235992,251.003998
492.869995,162.337997
493.729004,277.377991
316.996002,56.977001
141.350998,264.679993
210.878006,245.869003
95.623001,71.558998
549.434998,209.464005
545.179016,72.568001
373.123993,191.567993
354.809998,268.477997
89.891998,213.235001
536.372009,86.765999
231.393005,185.695007
151.279999,138.020004
520.909973,163.570007
562.953979,85.014
294.654999,73.823997
449.468994,245.123993
165.244003,47.495998
125.480003,187.854996
76.922997,82.695999
76.144997,176.216003
412.602997,200.645004
225.703995,255.697998
472.997009,274.916992
397.731995,253.509003
365.975006,210.569
506.437012,197.776001
516.14801,52.172001
448.886993,278.652008
348.056,218.735992
312.227997,63.512001
337.067993,150.177994
507.433014,79.363998
369.674988,169.348007
529.692993,77.474998
422.665985,106.292999
152.576004,47.124001
375.487,46.979
406.261993,62.543999
426.364014,216.625
181.352005,251.063004
227.830994,201.326996
221.811996,95.016998
132.498993,55.147999
401.492004,255.113998
292.648987,234.214005
242.179993,260.489014
109.516998,281.654999
325.304993,280.856995
395.265015,108.216003
447.013,245.186996
73.737999,118.968002
548.351013,224.707001
528.573975,195.643997
326.237,259.876007
514.103027,47.379002
412.299011,59.771
422.720001,256.796997
560.406982,231.531006
219.018005,101.085999
273.446991,243.298996
285.927002,62.460999
243.643005,230.742004
300.681,44.574001
88.924004,82.487
537.130981,166.182007
394.609985,101.748001
89.092003,116.801003
195.296997,76.547997
61.605,138.235992
470.955994,67.253998
92.164001,188.651001
52.960999,192.052994
363.701996,176.033997
211.171005,157.660004
406.287994,167.341003
347.536011,195.406998
212.194,108.508003
348.100006,269.109009
360.313995,152.854004
324.967987,252.936005
132.507996,65.182999
147.830002,143.212006
260.10199,164.856003
164.75,61.876999
170.376007,76.823997
284.506012,74.153999
562.98999,223.001007
561.802002,247.619003
195.600006,81.500999
235.358994,271.217987
547.708008,182.546005
481.309998,60.062
358.871002,117.463997
336.821991,83.575996
64.650002,119.554001
127.745003,218.070007
123.126999,271.088989
170.173004,81.502998
372.61499,263.140991
367.287994,185.893005
76.567001,74.444
183.585999,251.011993
481.955994,272.21701
193.589996,151.453995
424.880005,183.518005
359.428009,231.233994
395.209015,264.727997
539.015015,251.828003
387.550995,251.595001
406.401001,229.623001
148.682007,261.688995
127.347,137.867996
417.294006,45.928001
204.031998,58.139999
133.354004,133.917999
545.275024,105.564003
129.417007,168.610001
404.246002,123.978996
275.837006,160.692001
215.507996,146.714996
403.368011,52.959999
198.410004,182.869003
422.47699,108.890999
501.006989,167.837997
521.510986,161.160995
550.231018,155.651001
352.466003,186.552002
151.953995,226.488007
145.011002,215.367996
224.807999,243.447998
354.967987,133.863007
296.312012,71.641998
209.255997,124.014999
346.359985,242.362
409.876007,183.794998
518.846985,67.719002
131.587006,267.355011
277.062012,71.202003
548.497986,185.701004
282.406006,178.345001
214.360001,193.445999
92.309998,114.417999
268.391998,256.173004
331.545013,122.625999
552.882996,68.396004
252.968002,107.222
84.288002,91.324997
61.853001,47.318001
286.64801,107.351997
190.419998,73.082001
562.932007,143.281998
220.977997,238.175995
84.398003,214.475998
553.666992,90.945
573.133972,194.645996
239.182007,80.820999
224.886002,114.946999
169.487,259.277008
521.541992,146.820007
155.477005,210.311005
136.423004,80.696999
395.231995,166.227005
300.523987,76.870003
273.445007,114.406998
501.244995,172.938995
368.399994,64.977997
229.850998,209.858002
248.994003,104.727997
275.097992,212.727997
349.217987,209.705994
158.796005,139.455994
294.200012,248.401993
532.630005,83.992996
232.552994,256.759003
132.281998,260.662994
76.065002,115.075996
415.313995,64.110001
500.386993,116.779999
332.199005,127.916
191.617996,60.403
216.445007,200.932999
138.179993,62.924
330.074005,287.210999
463.856995,277.718994
108.281998,81.346001
347.411987,128.75
477.907013,73.527
200.052002,211.112
539.065979,76.100998
446.694,280.018005
342.360992,61.355999
541.437012,127.388
163.261002,213.110992
145.300003,128.238998
284.971008,199.820007
196.738998,157.087997
211.167007,175.386002
77.678001,71.556
358.826996,80.195999
90.598,90.808998
409.01001,61.855
351.351013,86.885002
190.714996,74.369003
401.798004,104.116997
483.178009,260.342987
499.634003,57.335999
570.909973,232.455994
562.664978,121.149002
67.152,210.820007
126.899002,163.570999
158.100006,110.815002
498.759003,181.947998
342.653992,275.173004
155.740997,161.442001
384.003998,265.088989
388.457001,137.869995
518.135986,210.546997
239.283997,239.162003
301.324005,50.778
426.550995,262.001007
344.822998,55.803001
218.242996,155.307007
416.662994,220.688004
347.217987,209.832993
560.362,79.742996
402.803009,65.416
159.326004,269.769012
357.628998,93.792999
552.031006,210.136993
252.671005,274.213013
251.518005,243.097
271.109009,274.54599
551.643982,152.569
386.688995,169.123993
52.344002,179.776993
353.147003,249.731995
238.884003,251.554001
381.270996,68.849998
408.506989,43.807999
356.005005,57.119999
337.907013,56.360001
199.166,209.792999
99.115997,46.401001
281.196014,150.794998
432.701996,280.381012
147.623001,78.259003
60.66,56.916
90.705002,131.218002
415.096008,246.511002
387.880005,274.058014
543.252991,184.397995
291.014008,43.139999
473.178009,247.636993
200.917007,261.725006
79.999001,186.679993
432.45401,165.949997
195.664001,77.321999
218.197006,61.849998
59.824001,68.827003
289.388,59.5
84.938004,56.082001
556.090027,151.533005
440.270996,64.010002
513.812988,125.782997
531.265015,214.408005
197.643005,139.957993
565.041016,86.292999
122.588997,53.736
88.597,182.389999
393.666992,51.889999
370.583008,171.102997
519.586975,213.574005
499.975006,91.205002
209.751007,86.030998
457.54599,262.557007
393.84201,127.283997
78.542,177.619003
491.794006,179.240005
80.970001,216.709
103.222,37.403
64.198997,57.367001
423.764008,50.272999
349.876007,138.703003
281,139.227997
225.755997,89.615997
475.885986,209.386993
495.447998,150.481003
545.689026,74.203003
400.088013,276.674011
368.212006,270.364014
203.602005,210.574005
499.815002,69.160004
367.002014,246.923004
269.665009,211.432999
272.628998,144.947998
400.369995,146.070999
389.932007,261.792999
74.324997,106.800003
382.276001,263.369995
548.625,227.503998
564.463013,254.281998
409.391998,48.765999
397.699005,208.774002
564.213989,226.169006
545.72998,151.968994
350.088989,65.139999
200.442001,128.953995
332.214996,102.668999
454.665985,264.80899
567.562988,226.748993
145.263,48.782001
284.824005,129.735001
152.677002,50.536999
415.431,255.132004
262.792999,121.940002
488.096008,255.580994
382.852997,52.028999
513.607971,131.033005
328.455994,114.790001
555.552979,150.776001
369.837006,268.86499
434.536011,247.975006
201.291,160.020996
386.052002,215.863998
139.404999,51.455002
286.954987,161.296997
551.562012,155.009003
403.162994,171.524994
485.057007,79.650002
163.871994,153.645996
550.619995,177.248993
387.691986,116.278999
409.237,270.343994
185.371994,241.162003
373.704987,268.423004
360.536987,72.241997
509.63501,154.072998
69.291,61.199001
542.525024,151.414001
354.088989,197.016998
314.563995,50.223999
378.036987,192.848007
403.403015,52.613998
109.264999,78.318001
181.701004,269.632996
570.518005,251.044006
229.613998,169.270004
402.804993,138.871002
293.671997,119.443001
84.07,89.035004
71.992996,181.289993
327.640991,110.168999
412.708008,116.077003
158.850006,221.781998
192.421005,179.610992
491.352997,156.688995
333.07901,89.898003
344.020996,118.731003
424.43399,247.220993
374.791992,248.550995
79.898003,94.376999
155.990997,66.019997
211.528,77.867996
410.087006,163.792999
137.085999,122.181999
191.794006,46.676998
547.754028,66.064003
179.580002,48.883999
81.209,135.746994
548.224976,73.986
498.444,135.291
231.009995,268.598999
131.281006,77.318001
561.961975,87.594002
348.554993,68.700996
158.403,64.912003
273.455994,254.770004
407.002991,218.210999
82.142998,135.740005
432.497009,132.975998
405.983002,141.934006
352.182007,161.802002
510.713013,185.669006
337.386993,59.169998
163.408997,80.190002
196.375,155.806
137.955002,261.915985
77.561996,152.847
152.582993,233.044006
543.603027,146.492996
322.621002,78.266998
422.757996,55.334999
224.154999,203.641998
349.113007,66.130997
124.369003,73.347
520.66803,136.209
294.083008,214.869003
278.92099,205.591995
455.807007,272.334991
153.492004,279.490997
59.354,60.783001
311.941986,68.831001
390.894989,249.212006
191.746994,109.012001
406.338989,131.964005
387.545013,52.573002
157.175995,150.733994
511.958008,134.334
331.050995,50.789001
150.615005,111.448997
531.544006,143.871002
261.178986,118.630997
146.664001,125.167
110.658997,48.998001
292.799988,252.580994
566.68103,102.698997
218.171997,164.054993
395.483002,272.714996
478.955994,254.798996
210.899994,204.916
546.711975,76.858002
162.253006,72.416
421.174011,125.959
242.358002,237.294006
225.037994,176.438995
490.446991,165.854004
275.398987,152.445999
566.265015,243.324005
60.146999,98.570999
513.330017,167.789993
128.167007,259.325012
556.304993,223.910995
213.772003,59.259998
142.233994,138.942993
221.289993,96.490997
203.360001,126.069
137.432999,126.93
530.765991,48.160999
360.502991,152.576996
145.449005,86.084
541.122009,194.227997
134.417007,52.091
395.817993,46.476002
269.628998,63.764
215.925995,109.172997
329.477997,128.848999
355.238007,83.797997
287.777008,109.091003
123.197998,251.016006
412.851013,67.483002
566.072998,105.578003
190.520996,179.966003
574.432983,195.270996
541.859009,199.873001
365.480011,56.105999
225.919006,79.082001
341.674011,97.195
566.414001,213.423996
480.734009,58.637001
413.729004,167.322998
414.796997,144.279007
540.669006,57.747002
407.362,269.161011
463.781006,274.816986
158.584,242.587006
242.427002,270.033997
565.315979,65.638
254.158005,242.429001
463.003998,270.692993
75.415001,99.600998
147.063995,214.050003
225.914001,55.264999
279.803986,165.302994
226.281998,197.662994
163.830994,233.488998
363.854004,47.603001
200.824997,206.253006
293.401001,243.996002
223.682999,173.451004
146.167999,135.145996
146.964005,247.378006
425.714996,280.05899
528.35498,86.419998
472.164001,61.863998
468.888,64.033997
519.077026,204.552994
568.268005,190.214996
295.596985,50.308998
300.941986,60.09
74.081001,201.977997
517.11499,73.072998
567.29303,242.352997
138.891006,209.085999
274.881989,138.589996
127.887001,75.892998
86.075996,90.980003
392.770996,192.871994
61.707001,155.115997
225.089996,120.749001
346.350006,275.971985
405.240997,69.778
98.751999,51.981998
563.317993,118.402
179.617004,51.691002
367.772003,219.815002
290.678009,204.968002
273.027008,162.528
81,90.343002
574.534973,204.815994
322.27301,72.911003
525.450989,119.217003
544.005981,88.240997
470.552002,60.491001
518.112976,69.364998
574.348999,194.570007
161.865005,52.397999
114.130997,79.511002
547.051025,99.218002
356.92099,128.712997
505.205994,170.615005
54.159,195.662003
386.640015,70.344002
529.351013,76.204002
292.04599,262.447998
192.205002,87.904999
393.638,167.595001
363.511993,130.328003
349.690002,103.777
386.412994,207.781006
79.166,175.302002
472.502014,202.294006
133.524002,263.893005
522.56897,143.386993
332.419006,41.672001
522.846985,113.435997
414.843994,115.852997
282.81601,240.477997
231.207993,127.545998
370.272003,176.632004
142.791,219.850998
516.031006,212.134003
498.876007,161.296997
521.856018,119.299004
345.272003,134.223007
229.779007,131.431
259.895996,155.725998
361.174011,216.332993
541.601013,115.146004
156.574005,221.246002
432.035004,266.388
369.665009,254.501999
330.14801,97.973999
549.559998,160.891006
215.468994,114.044998
235.714996,244.175995
86.282997,66.420998
475.63501,236.895996
561.301025,135.785995
348.619995,194.746994
232.518997,241.802002
505.437988,113.452003
529.919983,96.843002
561.60199,90.638
511.355011,95.764999
365.248993,255.057999
556.151978,81.008003
566.335022,198.975006
359.266998,209.529007
492.307007,80.651001
206.908005,146.298004
65.601997,79.469002
331.848999,147.604996
436.924988,57.506001
562.875,150.884995
343.376007,258.873993
547.830994,197.477005
423.063995,168.798004
271.22699,193.755997
391.359985,247.511993
556.150024,59.806
244.981003,264.563995
492.848999,72.718002
135.289001,245.548996
564.018982,64.426003
210.860001,254.686996
219.442993,252.328003
264.609009,262.178986
270.203003,201.830002
260.204987,112.299004
511.612,156.057007
140.570999,166.013
211.899002,130.162994
558.403992,102.258003
262.847992,264.533997
527.645996,187.477005
266.851013,168.518005
59.775002,81.049004
215.238998,54.311001
291.014008,114.417999
213.619995,180.563004
214.843002,172.462997
133.242996,188.268997
105.146004,82.283997
390.855011,171.494003
256.729004,131.559006
470.911987,77.287003
343.436005,113.397003
66.286003,186.770996
400.096008,105.708
359.059998,193.005005
566.065002,115.460999
210.018005,188.367004
287.654999,252.906998
536.640015,178.181
419.197998,146.828003
394.243988,134.580002
562.294983,147.240997
488.673004,58.338001
552.203979,132.477005
140.076004,265.937988
536.35498,149.061005
213.554993,117.502998
188.839005,251.475998
213.766998,216.972
406.682007,56.266998
325.346008,127.890999
401.053986,186.143997
363.537994,99.552002
94.740997,52.375999
224.044998,145.468994
344.644989,193.173004
407.635986,67.966003
162.917999,227.804993
315.230988,48.380001
417.812012,169.675003
200.938004,48.734001
223.231995,273.674988
344.546997,200.520996
327.716003,50.396
389.433014,104.219002
329.563995,287.127991
459.304993,264.795013
560.119019,189.216995
556.036987,143.209
408.358002,69.888
343.890015,58.602001
190.688004,111.018997
91.918999,82.869003
313.151001,73.536003
77.250999,200.845993
542.554016,154.572006
504.143005,80.177002
413.160004,160.242996
402.673004,150.811005
259.362,273.105011
373.837006,75.223
564.898987,147.729996
406.830994,109.820999
467.618011,63.502998
62.442001,202.751007
268.252991,195.134003
277.375,258.015015
302.373993,59.970001
144.595993,229.610001
215.897995,75.504997
182.835999,99.32
201.216995,265.071014
300.020996,75.655998
135.160995,70.848999
130.727005,140.968002
190.149994,111.043999
548.913025,237.371002
64.310997,188.507996
172.102997,129.203003
219.970001,275.52301
234.742004,258.971008
135.666,197.007004
404.695007,80.271004
324.102997,159.440994
127.170998,191.600998
377.460999,154.949005
380.540009,217.587997
79.419998,125.943001
529.890991,224.225998
342.321014,81.021004
98.246002,63.852001
375.246002,183.335999
333.18399,252.636002
360.924988,79.333
221.612,276.345001
421.756989,198.973999
88.820999,174.057999
164.503998,275.792999
145.643005,218.158997
276.997986,134.233994
350.647003,143.445007
152.395004,206.296997
424.378998,53.025002
105.746002,61.153999
105.043999,285.438995
532.999023,84.363998
561.789001,194.231995
132.860992,117.806999
197.910995,186.554001
411.014008,129.796997
528.26001,115.266998
401.515015,105.445999
104.682999,81.703003
501.873993,52.792999
